id,identificacion,obligacion,codigo,etapa,tipo,dias mora, valor en mora , valor capital , valor actual ,agencia,fecha asignacion,cod prof
104,916138792,1023456846,PPTX,NUEVO,CREDIT,52," $ 61,544,956.00 "," $ 98,440,937.00 "," $ 30,855,774.00 ",COBRANDOBPO,12/9/2020,
104,916138792,1023456847,PPTX,NUEVO,CREDIT,210," $ 38,733,749.00 "," $ 74,987,920.00 "," $ 75,237,846.00 ",COBRANDOBPO,12/9/2020,
104,916138792,1023456848,PPTX,NUEVO,CREDIT,191," $ 39,516,850.00 "," $ 25,943,848.00 "," $ 28,881,165.00 ",COBRANDOBPO,12/9/2020,
105,916138792,1023456849,PPTX,NUEVO,CREDIT,152," $ 66,533,979.00 "," $ 63,471,105.00 "," $ 27,437,433.00 ",COBRANDOBPO,12/9/2020,
105,435087368,1023456850,PPTX,NUEVO,CREDIT,190," $ 48,066,827.00 "," $ 24,681,547.00 "," $ 98,430,850.00 ",COBRANDOBPO,12/9/2020,
105,449967755,1023456851,PPTX,NUEVO,CREDIT,169," $ 61,735,578.00 "," $ 78,399,332.00 "," $ 54,552,745.00 ",COBRANDOBPO,12/9/2020,
105,291378779,1023456852,PPTX,NUEVO,CREDIT,207," $ 16,508,263.00 "," $ 95,488,404.00 "," $ 84,356,368.00 ",COBRANDOBPO,12/9/2020,
105,680597574,1023456853,PPTX,NUEVO,CREDIT,175," $ 63,240,766.00 "," $ 80,845,475.00 "," $ 40,381,562.00 ",COBRANDOBPO,12/9/2020,
106,378994532,1023456854,PPTX,NUEVO,CREDIT,75," $ 2,367,830.00 "," $ 79,160,049.00 "," $ 66,192,834.00 ",COBRANDOBPO,12/9/2020,
106,766610892,1023456855,PPTX,NUEVO,CREDIT,158," $ 40,269,540.00 "," $ 20,044,790.00 "," $ 26,076,036.00 ",COBRANDOBPO,12/9/2020,
106,708542432,1023456856,PPTX,NUEVO,CREDIT,184," $ 37,552,657.00 "," $ 10,229,121.00 "," $ 84,016,670.00 ",COBRANDOBPO,12/9/2020,
106,973362599,1023456857,PPTX,NUEVO,CREDIT,13," $ 34,781,643.00 "," $ 21,445,964.00 "," $ 81,169,668.00 ",COBRANDOBPO,12/9/2020,
106,973362599,1023456858,PPTX,NUEVO,CREDIT,121," $ 99,087,711.00 "," $ 49,892,578.00 "," $ 3,934,435.00 ",COBRANDOBPO,12/9/2020,
106,973362599,1023456859,PPTX,NUEVO,CREDIT,95," $ 84,311,428.00 "," $ 87,688,532.00 "," $ 80,662,035.00 ",COBRANDOBPO,12/9/2020,
106,973362599,1023456860,PPTX,NUEVO,CREDIT,35," $ 75,523,215.00 "," $ 16,314,505.00 "," $ 63,597,679.00 ",COBRANDOBPO,12/9/2020,
106,573110061,1023456861,PPTX,NUEVO,CREDIT,183," $ 37,175,787.00 "," $ 86,654,040.00 "," $ 60,427,531.00 ",COBRANDOBPO,12/9/2020,
106,405678927,1023456862,PPTX,NUEVO,CREDIT,90," $ 59,081,178.00 "," $ 51,586,829.00 "," $ 19,392,483.00 ",COBRANDOBPO,12/9/2020,
106,398099345,1023456863,PPTX,NUEVO,CREDIT,52," $ 96,149,174.00 "," $ 60,260,278.00 "," $ 92,274,061.00 ",COBRANDOBPO,12/9/2020,
106,291563601,1023456864,PPTX,NUEVO,CREDIT,85," $ 716,446.00 "," $ 19,387,810.00 "," $ 55,345,974.00 ",COBRANDOBPO,12/9/2020,
106,259376613,1023456865,PPTX,NUEVO,CREDIT,93," $ 57,688,287.00 "," $ 39,084,248.00 "," $ 53,568,437.00 ",COBRANDOBPO,12/9/2020,
106,663590451,1023456866,PPTX,NUEVO,CREDIT,45," $ 97,218,711.00 "," $ 8,229,382.00 "," $ 77,498,282.00 ",COBRANDOBPO,12/9/2020,
106,669894596,1023456867,PPTX,NUEVO,CREDIT,198," $ 55,902,075.00 "," $ 92,990,783.00 "," $ 59,382,283.00 ",COBRANDOBPO,12/9/2020,
106,129812043,1023456868,PPTX,NUEVO,CREDIT,0," $ 64,044,091.00 "," $ 10,185,474.00 "," $ 75,359,638.00 ",COBRANDOBPO,12/9/2020,
107,344353239,1023456869,PPTX,NUEVO,CREDIT,132," $ 95,634,785.00 "," $ 35,342,290.00 "," $ 88,056,115.00 ",COBRANDOBPO,12/9/2020,
107,138909980,1023456870,PPTX,NUEVO,CREDIT,31," $ 46,124,147.00 "," $ 2,277,769.00 "," $ 14,861,883.00 ",COBRANDOBPO,12/9/2020,
107,682254345,1023456871,PPTX,NUEVO,CREDIT,206," $ 22,794,099.00 "," $ 84,426,725.00 "," $ 33,594,542.00 ",COBRANDOBPO,12/9/2020,
107,837044902,1023456872,PPTX,NUEVO,CREDIT,194," $ 53,303,471.00 "," $ 79,243,140.00 "," $ 89,105,626.00 ",COBRANDOBPO,12/9/2020,
107,589678263,1023456873,PPTX,NUEVO,CREDIT,69," $ 9,630,073.00 "," $ 274,477.00 "," $ 55,807,020.00 ",COBRANDOBPO,12/9/2020,
107,853997849,1023456874,PPTX,NUEVO,CREDIT,13," $ 76,618,614.00 "," $ 65,543,366.00 "," $ 33,433,637.00 ",COBRANDOBPO,12/9/2020,
107,516583497,1023456875,PPTX,NUEVO,CREDIT,33," $ 91,317,420.00 "," $ 97,751,728.00 "," $ 65,544,612.00 ",COBRANDOBPO,12/9/2020,
107,919160807,1023456876,PPTX,NUEVO,CREDIT,10," $ 52,312,210.00 "," $ 75,840,992.00 "," $ 41,973,038.00 ",COBRANDOBPO,12/9/2020,
107,964492119,1023456877,PPTX,NUEVO,CREDIT,186," $ 65,197,724.00 "," $ 79,111,311.00 "," $ 40,334,785.00 ",COBRANDOBPO,12/9/2020,
107,283466734,1023456878,PPTX,NUEVO,CREDIT,196," $ 5,768,739.00 "," $ 20,199,563.00 "," $ 87,556,659.00 ",COBRANDOBPO,12/9/2020,
108,938847804,1023456879,PPTX,NUEVO,CREDIT,98," $ 16,910,574.00 "," $ 62,852,036.00 "," $ 88,262,576.00 ",COBRANDOBPO,12/9/2020,
108,599933046,1023456880,PPTX,NUEVO,CREDIT,63," $ 82,777,328.00 "," $ 88,917,106.00 "," $ 12,742,347.00 ",COBRANDOBPO,12/9/2020,
108,776593858,1023456881,PPTX,NUEVO,CREDIT,64," $ 85,005,494.00 "," $ 49,430,775.00 "," $ 10,226,680.00 ",COBRANDOBPO,12/9/2020,
108,445391389,1023456882,PPTX,NUEVO,CREDIT,149," $ 80,700,521.00 "," $ 82,739,159.00 "," $ 74,666,983.00 ",COBRANDOBPO,12/9/2020,
108,423485494,1023456883,PPTX,NUEVO,CREDIT,36," $ 85,321,381.00 "," $ 53,850,824.00 "," $ 93,724,702.00 ",COBRANDOBPO,12/9/2020,
108,232572753,1023456884,PPTX,NUEVO,CREDIT,96," $ 27,062,039.00 "," $ 10,020,258.00 "," $ 77,442,126.00 ",COBRANDOBPO,12/9/2020,
108,452057481,1023456885,PPTX,NUEVO,CREDIT,123," $ 67,678,212.00 "," $ 75,274,724.00 "," $ 79,394,045.00 ",COBRANDOBPO,12/9/2020,
108,772164979,1023456886,PPTX,NUEVO,CREDIT,180," $ 19,147,843.00 "," $ 65,574,568.00 "," $ 10,258,830.00 ",COBRANDOBPO,12/9/2020,
108,582225883,1023456887,PPTX,NUEVO,CREDIT,33," $ 28,596,172.00 "," $ 65,609,344.00 "," $ 51,105,592.00 ",COBRANDOBPO,12/9/2020,
109,186847827,1023456888,PPTX,NUEVO,CREDIT,129," $ 14,183,507.00 "," $ 75,890,058.00 "," $ 57,780,933.00 ",COBRANDOBPO,12/9/2020,
109,535725241,1023456889,PPTX,NUEVO,CREDIT,128," $ 21,913,429.00 "," $ 49,193,620.00 "," $ 66,625,701.00 ",COBRANDOBPO,12/9/2020,
109,523569311,1023456890,PPTX,NUEVO,CREDIT,5," $ 20,978,089.00 "," $ 35,212,626.00 "," $ 12,031,446.00 ",COBRANDOBPO,12/9/2020,
109,621842581,1023456891,PPTX,NUEVO,CREDIT,10," $ 41,137,734.00 "," $ 4,822,773.00 "," $ 42,094,817.00 ",COBRANDOBPO,12/9/2020,
109,719308190,1023456892,PPTX,NUEVO,CREDIT,202," $ 89,699,024.00 "," $ 21,927,472.00 "," $ 18,255,160.00 ",COBRANDOBPO,12/9/2020,
109,197188054,1023456893,PPTX,NUEVO,CREDIT,18," $ 75,672,328.00 "," $ 83,896,818.00 "," $ 68,037,623.00 ",COBRANDOBPO,12/9/2020,
109,634259795,1023456894,PPTX,NUEVO,CREDIT,167," $ 57,691,140.00 "," $ 63,965,703.00 "," $ 44,118,228.00 ",COBRANDOBPO,12/9/2020,
110,366618552,1023456895,PPTX,NUEVO,CREDIT,57," $ 8,095,593.00 "," $ 61,070,290.00 "," $ 37,424,595.00 ",COBRANDOBPO,12/9/2020,
110,275419846,1023456896,PPTX,NUEVO,CREDIT,194," $ 29,113,575.00 "," $ 15,063,635.00 "," $ 62,600,411.00 ",COBRANDOBPO,12/9/2020,
110,830266469,1023456897,PPTX,NUEVO,CREDIT,162," $ 82,150,792.00 "," $ 22,509,818.00 "," $ 37,902,953.00 ",COBRANDOBPO,12/9/2020,
110,588714873,1023456898,PPTX,NUEVO,CREDIT,143," $ 90,034,518.00 "," $ 33,570,305.00 "," $ 46,951,738.00 ",COBRANDOBPO,12/9/2020,
110,901240534,1023456899,PPTX,NUEVO,CREDIT,129," $ 75,389,439.00 "," $ 43,476,691.00 "," $ 18,369,537.00 ",COBRANDOBPO,12/9/2020,
110,781799066,1023456900,PPTX,NUEVO,CREDIT,56," $ 90,532,451.00 "," $ 52,993,277.00 "," $ 47,052,987.00 ",COBRANDOBPO,12/9/2020,
110,250777813,1023456901,PPTX,NUEVO,CREDIT,124," $ 32,495,149.00 "," $ 48,895,829.00 "," $ 50,577,052.00 ",COBRANDOBPO,12/9/2020,
110,668239888,1023456902,PPTX,NUEVO,CREDIT,123," $ 29,656,840.00 "," $ 3,811,951.00 "," $ 33,111,045.00 ",COBRANDOBPO,12/9/2020,
110,960425585,1023456903,PPTX,NUEVO,CREDIT,33," $ 38,431,586.00 "," $ 75,111,703.00 "," $ 9,109,166.00 ",COBRANDOBPO,12/9/2020,
110,645915114,1023456904,PPTX,NUEVO,CREDIT,195," $ 99,133,028.00 "," $ 94,464,829.00 "," $ 15,988,165.00 ",COBRANDOBPO,12/9/2020,
111,248648590,1023456905,CFGT,NUEVO,CREDIT,98," $ 83,954,416.00 "," $ 57,932,350.00 "," $ 17,705,211.00 ",COBRANDOBPO,12/9/2020,
111,829705713,1023456906,PPTX,NUEVO,CREDIT,88," $ 67,975,251.00 "," $ 85,044,971.00 "," $ 8,027,220.00 ",COBRANDOBPO,12/9/2020,
111,309381146,1023456907,PPTX,NUEVO,CREDIT,116," $ 75,355,013.00 "," $ 32,083,477.00 "," $ 5,773,906.00 ",COBRANDOBPO,12/9/2020,
111,373034067,1023456908,PPTX,NUEVO,CREDIT,165," $ 83,710,093.00 "," $ 11,806,763.00 "," $ 7,287,527.00 ",COBRANDOBPO,12/9/2020,
111,322616437,1023456909,PPTX,NUEVO,CREDIT,58," $ 64,983,967.00 "," $ 77,024,275.00 "," $ 35,859,820.00 ",COBRANDOBPO,12/9/2020,
111,713292862,1023456910,PPTX,NUEVO,CREDIT,31," $ 44,400,325.00 "," $ 94,816,952.00 "," $ 74,392,594.00 ",COBRANDOBPO,12/9/2020,
111,961586237,1023456911,PPTX,NUEVO,CREDIT,174," $ 9,238,423.00 "," $ 56,982,379.00 "," $ 42,559,912.00 ",COBRANDOBPO,12/9/2020,
111,860111538,1023456912,PPTX,NUEVO,CREDIT,79," $ 60,075,299.00 "," $ 89,153,570.00 "," $ 85,215,871.00 ",COBRANDOBPO,12/9/2020,
111,555118829,1023456913,PPTX,NUEVO,CREDIT,66," $ 75,043,944.00 "," $ 59,912,694.00 "," $ 43,334,610.00 ",COBRANDOBPO,12/9/2020,
111,920966616,1023456914,PPTX,NUEVO,CREDIT,143," $ 20,162,031.00 "," $ 47,020,519.00 "," $ 51,643,483.00 ",COBRANDOBPO,12/9/2020,
111,187359493,1023456915,PPTX,NUEVO,CREDIT,47," $ 40,124,820.00 "," $ 66,405,866.00 "," $ 22,796,371.00 ",COBRANDOBPO,12/9/2020,
111,719949477,1023456916,PPTX,NUEVO,CREDIT,120," $ 64,840,203.00 "," $ 22,172,187.00 "," $ 69,381,151.00 ",COBRANDOBPO,12/9/2020,
112,324431741,1023456917,PPTX,NUEVO,CREDIT,204," $ 12,843,947.00 "," $ 5,691,154.00 "," $ 14,386,974.00 ",COBRANDOBPO,12/9/2020,
112,478985261,1023456918,PPTX,NUEVO,CREDIT,194," $ 14,960,278.00 "," $ 80,139,284.00 "," $ 85,912,874.00 ",COBRANDOBPO,12/9/2020,
112,104386379,1023456919,PPTX,NUEVO,CREDIT,59," $ 48,475,558.00 "," $ 11,149,676.00 "," $ 41,343,704.00 ",COBRANDOBPO,12/9/2020,
112,976752544,1023456920,PPTX,NUEVO,CREDIT,180," $ 8,402,773.00 "," $ 57,215,115.00 "," $ 91,361,203.00 ",COBRANDOBPO,12/9/2020,
112,583767047,1023456921,PPTX,NUEVO,CREDIT,140," $ 52,302,879.00 "," $ 5,271,750.00 "," $ 78,979,369.00 ",COBRANDOBPO,12/9/2020,
112,777913545,1023456922,PPTX,NUEVO,CREDIT,77," $ 17,490,085.00 "," $ 36,879,538.00 "," $ 12,323,009.00 ",COBRANDOBPO,12/9/2020,
112,184010810,1023456923,PPTX,NUEVO,CREDIT,68," $ 37,068,353.00 "," $ 40,498,297.00 "," $ 38,413,988.00 ",COBRANDOBPO,12/9/2020,
112,430314466,1023456924,PPTX,NUEVO,CREDIT,99," $ 20,564,550.00 "," $ 8,419,292.00 "," $ 34,965,530.00 ",COBRANDOBPO,12/9/2020,
112,363661254,1023456925,PPTX,NUEVO,CREDIT,121," $ 73,547,458.00 "," $ 78,622,736.00 "," $ 5,644,560.00 ",COBRANDOBPO,12/9/2020,
112,853440121,1023456926,PPTX,NUEVO,CREDIT,45," $ 17,834,853.00 "," $ 24,451,880.00 "," $ 76,208,848.00 ",COBRANDOBPO,12/9/2020,
113,680519555,1023456927,PPTX,NUEVO,CREDIT,101," $ 38,257,614.00 "," $ 91,175,757.00 "," $ 54,127,885.00 ",COBRANDOBPO,12/9/2020,
113,231977476,1023456928,PPTX,NUEVO,CREDIT,52," $ 41,273,987.00 "," $ 2,939,402.00 "," $ 23,092,587.00 ",COBRANDOBPO,12/9/2020,
113,595968876,1023456929,PPTX,NUEVO,CREDIT,128," $ 69,447,827.00 "," $ 4,891,219.00 "," $ 11,264,500.00 ",COBRANDOBPO,12/9/2020,
113,670135129,1023456930,PPTX,NUEVO,CREDIT,200," $ 38,694,284.00 "," $ 20,697,840.00 "," $ 6,757,025.00 ",COBRANDOBPO,12/9/2020,
113,698192355,1023456931,PPTX,NUEVO,CREDIT,175," $ 87,803,699.00 "," $ 30,927,842.00 "," $ 37,376,193.00 ",COBRANDOBPO,12/9/2020,
113,651613738,1023456932,PPTX,NUEVO,CREDIT,35," $ 26,488,295.00 "," $ 95,953,621.00 "," $ 78,057,726.00 ",COBRANDOBPO,12/9/2020,
113,582538341,1023456933,PPTX,NUEVO,CREDIT,37," $ 46,082,752.00 "," $ 42,589,308.00 "," $ 49,743,441.00 ",COBRANDOBPO,12/9/2020,
113,122503404,1023456934,PPTX,NUEVO,CREDIT,147," $ 10,314,481.00 "," $ 59,360,617.00 "," $ 29,733,552.00 ",COBRANDOBPO,12/9/2020,
113,784828163,1023456935,PPTX,NUEVO,CREDIT,93," $ 82,239,432.00 "," $ 24,367,201.00 "," $ 70,239,608.00 ",COBRANDOBPO,12/9/2020,
113,953017999,1023456936,PPTX,NUEVO,CREDIT,81," $ 6,818,768.00 "," $ 82,741,536.00 "," $ 10,998,669.00 ",COBRANDOBPO,12/9/2020,
113,885031237,1023456937,PPTX,NUEVO,CREDIT,55," $ 41,772,482.00 "," $ 25,700,682.00 "," $ 41,990,304.00 ",COBRANDOBPO,12/9/2020,
113,276167550,1023456938,PPTX,NUEVO,CREDIT,74," $ 16,346,663.00 "," $ 21,058,441.00 "," $ 37,952,749.00 ",COBRANDOBPO,12/9/2020,
113,676274770,1023456939,PPTX,NUEVO,CREDIT,75," $ 6,876,977.00 "," $ 92,146,084.00 "," $ 42,793,157.00 ",COBRANDOBPO,12/9/2020,
113,409349088,1023456940,PPTX,NUEVO,CREDIT,67," $ 33,979,690.00 "," $ 53,539,408.00 "," $ 89,908,831.00 ",COBRANDOBPO,12/9/2020,
114,814659615,1023456941,PPTX,NUEVO,CREDIT,38," $ 40,595,147.00 "," $ 5,590,567.00 "," $ 92,765,030.00 ",COBRANDOBPO,12/9/2020,
114,187357397,1023456942,PPTX,NUEVO,CREDIT,80," $ 62,060,401.00 "," $ 97,089,210.00 "," $ 83,539,903.00 ",COBRANDOBPO,12/9/2020,
114,434248206,1023456943,PPTX,NUEVO,CREDIT,132," $ 78,333,325.00 "," $ 95,539,082.00 "," $ 67,609,788.00 ",COBRANDOBPO,12/9/2020,
114,618822312,1023456944,PPTX,NUEVO,CREDIT,153," $ 93,775,471.00 "," $ 82,544,130.00 "," $ 15,571,670.00 ",COBRANDOBPO,12/9/2020,
114,929263486,1023456945,PPTX,NUEVO,CREDIT,187," $ 27,726,187.00 "," $ 57,940,180.00 "," $ 48,534,618.00 ",COBRANDOBPO,12/9/2020,
115,492184809,1023456946,PPTX,NUEVO,CREDIT,111," $ 97,336,374.00 "," $ 10,353,713.00 "," $ 51,728,583.00 ",COBRANDOBPO,12/9/2020,
115,401602850,1023456947,PPTX,NUEVO,CREDIT,115," $ 17,363,331.00 "," $ 96,189,469.00 "," $ 17,425,531.00 ",COBRANDOBPO,12/9/2020,
